2025-04-10 12:11:21,485 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.3 (tags/v3.13.3:6280bb5, Apr  8 2025, 14:47:33) [MSC v.1943 64 bit (AMD64)]
2025-04-24 17:11:31,482 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2025-04-24 17:11:31,482 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2025-04-24 17:11:31,482 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2025-04-24 17:11:31,482 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2025-04-24 17:11:31,482 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2025-04-24 17:11:31,482 | MainThread   | [DEBUG   ] | run                 |: ------------------

2025-04-24 17:11:40,028 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 17:13:42,694 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.3 (tags/v3.13.3:6280bb5, Apr  8 2025, 14:47:33) [MSC v.1943 64 bit (AMD64)]
2025-04-24 17:13:42,695 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2025-04-24 17:13:42,695 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2025-04-24 17:13:42,695 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2025-04-24 17:13:42,695 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2025-04-24 17:13:42,695 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2025-04-24 17:13:42,695 | MainThread   | [DEBUG   ] | run                 |: ------------------

2025-04-24 17:13:59,287 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 17:21:44,236 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 17:22:30,387 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 17:22:59,144 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 17:24:14,265 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 17:25:08,617 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 17:25:53,775 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 17:33:35,981 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.3 (tags/v3.13.3:6280bb5, Apr  8 2025, 14:47:33) [MSC v.1943 64 bit (AMD64)]
2025-04-24 17:33:35,982 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2025-04-24 17:33:35,982 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2025-04-24 17:33:35,982 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2025-04-24 17:33:35,982 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2025-04-24 17:33:35,982 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2025-04-24 17:33:35,982 | MainThread   | [DEBUG   ] | run                 |: ------------------

2025-04-28 13:12:54,281 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.3 (tags/v3.13.3:6280bb5, Apr  8 2025, 14:47:33) [MSC v.1943 64 bit (AMD64)]
2025-04-28 13:12:54,292 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2025-04-28 13:12:54,292 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2025-04-28 13:12:54,292 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2025-04-28 13:12:54,292 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2025-04-28 13:12:54,292 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2025-04-28 13:12:54,292 | MainThread   | [DEBUG   ] | run                 |: ------------------

2025-05-02 15:49:17,417 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.3 (tags/v3.13.3:6280bb5, Apr  8 2025, 14:47:33) [MSC v.1943 64 bit (AMD64)]
2025-05-02 15:49:17,419 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2025-05-02 15:49:17,419 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2025-05-02 15:49:17,419 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2025-05-02 15:49:17,419 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2025-05-02 15:49:17,419 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2025-05-02 15:49:17,419 | MainThread   | [DEBUG   ] | run                 |: ------------------

2025-05-02 15:51:42,295 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-02 15:52:39,424 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-02 15:53:05,915 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-02 15:56:23,274 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-02 15:57:24,586 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-02 16:02:54,389 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-02 16:04:59,617 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-02 16:12:31,622 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-02 16:13:26,128 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-02 16:33:45,185 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-02 17:12:11,530 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-02 17:13:28,239 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-02 17:17:53,479 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-02 17:17:59,574 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-06 15:12:59,604 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.3 (tags/v3.13.3:6280bb5, Apr  8 2025, 14:47:33) [MSC v.1943 64 bit (AMD64)]
2025-05-06 15:12:59,605 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2025-05-06 15:12:59,605 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2025-05-06 15:12:59,605 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2025-05-06 15:12:59,605 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2025-05-06 15:12:59,605 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2025-05-06 15:12:59,605 | MainThread   | [DEBUG   ] | run                 |: ------------------

2025-05-06 15:14:20,569 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-06 15:14:36,704 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-06 15:14:59,947 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.3 (tags/v3.13.3:6280bb5, Apr  8 2025, 14:47:33) [MSC v.1943 64 bit (AMD64)]
2025-05-06 15:14:59,948 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2025-05-06 15:14:59,948 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2025-05-06 15:14:59,948 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2025-05-06 15:14:59,948 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2025-05-06 15:14:59,948 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2025-05-06 15:14:59,948 | MainThread   | [DEBUG   ] | run                 |: ------------------

2025-05-06 15:16:56,670 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.3 (tags/v3.13.3:6280bb5, Apr  8 2025, 14:47:33) [MSC v.1943 64 bit (AMD64)]
2025-05-06 15:16:56,671 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2025-05-06 15:16:56,671 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2025-05-06 15:16:56,671 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2025-05-06 15:16:56,671 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2025-05-06 15:16:56,671 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2025-05-06 15:16:56,672 | MainThread   | [DEBUG   ] | run                 |: ------------------

2025-05-06 15:17:47,797 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-06 15:19:48,587 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-06 15:25:04,420 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.3 (tags/v3.13.3:6280bb5, Apr  8 2025, 14:47:33) [MSC v.1943 64 bit (AMD64)]
2025-05-06 15:25:04,432 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2025-05-06 15:25:04,432 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2025-05-06 15:25:04,432 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2025-05-06 15:25:04,432 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2025-05-06 15:25:04,432 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2025-05-06 15:25:04,432 | MainThread   | [DEBUG   ] | run                 |: ------------------

2025-05-06 15:25:44,069 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-06 15:44:06,337 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-06 16:48:48,567 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-09 12:00:06,477 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.3 (tags/v3.13.3:6280bb5, Apr  8 2025, 14:47:33) [MSC v.1943 64 bit (AMD64)]
2025-05-09 12:00:06,489 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2025-05-09 12:00:06,489 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2025-05-09 12:00:06,489 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2025-05-09 12:00:06,489 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2025-05-09 12:00:06,489 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2025-05-09 12:00:06,489 | MainThread   | [DEBUG   ] | run                 |: ------------------

2025-05-09 12:02:21,597 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-09 12:03:20,213 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-09 12:03:42,948 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-09 12:04:26,237 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-09 12:05:14,619 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-09 12:06:22,786 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-09 12:06:54,192 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-09 12:07:31,383 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-09 12:08:03,212 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-09 12:12:38,768 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-09 12:14:56,026 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-09 12:25:19,155 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.3 (tags/v3.13.3:6280bb5, Apr  8 2025, 14:47:33) [MSC v.1943 64 bit (AMD64)]
2025-05-09 12:25:19,157 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2025-05-09 12:25:19,158 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2025-05-09 12:25:19,158 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2025-05-09 12:25:19,158 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2025-05-09 12:25:19,158 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2025-05-09 12:25:19,158 | MainThread   | [DEBUG   ] | run                 |: ------------------

2025-05-09 12:27:05,330 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-09 12:30:04,266 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-09 12:30:21,240 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.3 (tags/v3.13.3:6280bb5, Apr  8 2025, 14:47:33) [MSC v.1943 64 bit (AMD64)]
2025-05-09 12:30:21,241 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2025-05-09 12:30:21,241 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2025-05-09 12:30:21,241 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2025-05-09 12:30:21,241 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2025-05-09 12:30:21,241 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2025-05-09 12:30:21,241 | MainThread   | [DEBUG   ] | run                 |: ------------------

2025-05-09 12:30:36,437 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-09 12:31:40,013 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-09 14:00:14,727 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.3 (tags/v3.13.3:6280bb5, Apr  8 2025, 14:47:33) [MSC v.1943 64 bit (AMD64)]
2025-05-09 14:00:14,729 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2025-05-09 14:00:14,729 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2025-05-09 14:00:14,729 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2025-05-09 14:00:14,730 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2025-05-09 14:00:14,730 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2025-05-09 14:00:14,730 | MainThread   | [DEBUG   ] | run                 |: ------------------

2025-05-09 14:00:58,580 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-09 14:02:18,674 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.3 (tags/v3.13.3:6280bb5, Apr  8 2025, 14:47:33) [MSC v.1943 64 bit (AMD64)]
2025-05-09 14:02:18,675 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2025-05-09 14:02:18,675 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2025-05-09 14:02:18,675 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2025-05-09 14:02:18,676 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2025-05-09 14:02:18,676 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2025-05-09 14:02:18,676 | MainThread   | [DEBUG   ] | run                 |: ------------------

2025-05-09 14:06:50,169 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-09 14:07:42,439 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-09 14:08:46,728 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-09 14:09:18,973 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-09 14:10:43,025 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-09 14:10:50,768 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-09 14:12:03,794 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.3 (tags/v3.13.3:6280bb5, Apr  8 2025, 14:47:33) [MSC v.1943 64 bit (AMD64)]
2025-05-09 14:12:03,795 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2025-05-09 14:12:03,795 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2025-05-09 14:12:03,795 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2025-05-09 14:12:03,795 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2025-05-09 14:12:03,795 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2025-05-09 14:12:03,795 | MainThread   | [DEBUG   ] | run                 |: ------------------

2025-05-09 14:12:45,808 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-09 14:13:35,343 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.3 (tags/v3.13.3:6280bb5, Apr  8 2025, 14:47:33) [MSC v.1943 64 bit (AMD64)]
2025-05-09 14:13:35,345 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2025-05-09 14:13:35,345 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2025-05-09 14:13:35,345 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2025-05-09 14:13:35,345 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2025-05-09 14:13:35,345 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2025-05-09 14:13:35,346 | MainThread   | [DEBUG   ] | run                 |: ------------------

2025-05-09 14:16:23,212 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-09 14:36:50,673 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.3 (tags/v3.13.3:6280bb5, Apr  8 2025, 14:47:33) [MSC v.1943 64 bit (AMD64)]
2025-05-09 14:36:50,674 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2025-05-09 14:36:50,674 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2025-05-09 14:36:50,674 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2025-05-09 14:36:50,674 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2025-05-09 14:36:50,674 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2025-05-09 14:36:50,674 | MainThread   | [DEBUG   ] | run                 |: ------------------

2025-05-09 14:38:09,549 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-09 14:40:16,287 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-09 14:40:29,251 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-09 14:42:34,059 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.3 (tags/v3.13.3:6280bb5, Apr  8 2025, 14:47:33) [MSC v.1943 64 bit (AMD64)]
2025-05-09 14:42:34,060 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2025-05-09 14:42:34,060 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2025-05-09 14:42:34,060 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2025-05-09 14:42:34,060 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2025-05-09 14:42:34,060 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2025-05-09 14:42:34,060 | MainThread   | [DEBUG   ] | run                 |: ------------------

2025-05-09 14:44:45,312 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.3 (tags/v3.13.3:6280bb5, Apr  8 2025, 14:47:33) [MSC v.1943 64 bit (AMD64)]
2025-05-09 14:44:45,312 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2025-05-09 14:44:45,313 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2025-05-09 14:44:45,313 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2025-05-09 14:44:45,313 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2025-05-09 14:44:45,313 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2025-05-09 14:44:45,313 | MainThread   | [DEBUG   ] | run                 |: ------------------

2025-05-09 14:52:59,343 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.3 (tags/v3.13.3:6280bb5, Apr  8 2025, 14:47:33) [MSC v.1943 64 bit (AMD64)]
2025-05-09 14:52:59,344 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2025-05-09 14:52:59,344 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2025-05-09 14:52:59,344 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2025-05-09 14:52:59,344 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2025-05-09 14:52:59,344 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2025-05-09 14:52:59,344 | MainThread   | [DEBUG   ] | run                 |: ------------------

2025-05-09 14:57:27,463 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-09 14:57:40,071 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-09 14:59:32,910 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-09 15:03:26,302 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-09 15:10:30,478 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-09 15:11:13,646 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-09 15:11:47,864 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-09 15:11:58,024 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-05-09 15:12:38,512 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
