2025-01-29 10:49:39,769 | MainThread   | [DEBUG   ] | <module>            |: debug
2025-03-07 11:26:22,731 | MainThread   | [INFO    ] | _connect            |: Connected to c0:c3:e4:25:23:51
2025-03-07 11:32:59,113 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from C0:C3:E4:25:23:51
2025-03-07 11:33:04,094 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:c3:e4:25:23:51
2025-03-07 11:33:11,600 | MainThread   | [INFO    ] | _connect            |: Connected to c0:c3:e4:25:23:51
2025-03-07 11:38:58,443 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from C0:C3:E4:25:23:51
2025-03-07 11:51:02,098 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:c3:e4:25:23:51
2025-03-07 11:51:06,421 | MainThread   | [INFO    ] | _connect            |: Connected to c0:c3:e4:25:23:51
2025-03-07 11:54:52,294 | MainThread   | [INFO    ] | _connect            |: Already connected to a BLE device
2025-03-07 11:54:54,467 | MainThread   | [INFO    ] | _connect            |: Already connected to a BLE device
2025-03-07 11:54:56,939 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from C0:C3:E4:25:23:51
2025-03-07 11:54:57,398 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:c3:e4:25:23:51
2025-03-07 11:55:02,458 | MainThread   | [INFO    ] | _connect            |: Connected to c0:c3:e4:25:23:51
2025-03-07 12:21:35,691 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from C0:C3:E4:25:23:51
2025-03-07 12:21:36,664 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:c3:e4:25:23:51
2025-03-07 12:21:40,911 | MainThread   | [INFO    ] | _connect            |: Connected to c0:c3:e4:25:23:51
2025-03-07 12:27:19,758 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from C0:C3:E4:25:23:51
2025-03-07 12:27:55,504 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:c3:e4:25:23:51
2025-03-07 12:28:07,623 | MainThread   | [INFO    ] | _connect            |: Connected to c0:c3:e4:25:23:51
2025-03-07 12:44:27,836 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from C0:C3:E4:25:23:51
2025-03-07 12:44:30,362 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:c3:e4:25:23:51
2025-03-07 12:44:37,225 | MainThread   | [INFO    ] | _connect            |: Connected to c0:c3:e4:25:23:51
2025-03-07 12:54:47,519 | MainThread   | [INFO    ] | _connect            |: Already connected to a BLE device
2025-03-07 12:54:49,110 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from C0:C3:E4:25:23:51
2025-03-07 12:54:49,889 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:c3:e4:25:23:51
2025-03-07 12:54:56,052 | MainThread   | [INFO    ] | _connect            |: Connected to c0:c3:e4:25:23:51
2025-03-07 12:58:06,337 | MainThread   | [INFO    ] | _connect            |: Already connected to a BLE device
2025-03-07 12:58:09,035 | MainThread   | [INFO    ] | _connect            |: Already connected to a BLE device
2025-03-07 12:58:11,305 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from C0:C3:E4:25:23:51
2025-03-07 12:58:12,433 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:c3:e4:25:23:51
2025-03-07 12:58:17,169 | MainThread   | [INFO    ] | _connect            |: Connected to c0:c3:e4:25:23:51
2025-03-07 12:58:43,595 | MainThread   | [INFO    ] | _connect            |: Already connected to a BLE device
2025-03-07 12:58:46,090 | MainThread   | [INFO    ] | _connect            |: Already connected to a BLE device
2025-03-07 12:58:47,409 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from C0:C3:E4:25:23:51
2025-03-07 12:58:49,269 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:c3:e4:25:23:51
2025-03-07 12:58:54,161 | MainThread   | [INFO    ] | _connect            |: Connected to c0:c3:e4:25:23:51
2025-03-07 13:03:50,098 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from C0:C3:E4:25:23:51
2025-03-07 13:03:53,877 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:c3:e4:25:23:51
2025-03-07 13:03:58,594 | MainThread   | [INFO    ] | _connect            |: Connected to c0:c3:e4:25:23:51
2025-03-07 13:11:35,650 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from C0:C3:E4:25:23:51
2025-03-07 13:11:44,312 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:c3:e4:25:23:51
2025-03-07 13:11:48,689 | MainThread   | [INFO    ] | _connect            |: Connected to c0:c3:e4:25:23:51
2025-03-07 13:14:46,779 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from C0:C3:E4:25:23:51
2025-03-07 13:14:56,795 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:c3:e4:25:23:51
2025-03-07 13:15:03,887 | MainThread   | [INFO    ] | _connect            |: Connected to c0:c3:e4:25:23:51
2025-03-07 13:21:42,514 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from C0:C3:E4:25:23:51
2025-03-07 13:22:59,160 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:c3:e4:25:23:51
2025-03-07 13:23:03,754 | MainThread   | [INFO    ] | _connect            |: Connected to c0:c3:e4:25:23:51
2025-03-07 13:23:51,093 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from C0:C3:E4:25:23:51
2025-03-07 13:24:03,161 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:c3:e4:25:23:51
2025-03-07 13:24:14,543 | MainThread   | [INFO    ] | _connect            |: Connected to c0:c3:e4:25:23:51
2025-03-07 13:45:44,262 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from C0:C3:E4:25:23:51
2025-03-07 15:06:25,836 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:c3:e4:25:23:51
2025-03-07 15:06:31,055 | MainThread   | [INFO    ] | _connect            |: Connected to c0:c3:e4:25:23:51
2025-03-07 15:08:13,231 | MainThread   | [INFO    ] | _connect            |: Already connected to a BLE device
2025-03-07 15:08:16,932 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from C0:C3:E4:25:23:51
2025-03-07 15:08:17,154 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:c3:e4:25:23:51
2025-03-07 15:08:24,205 | MainThread   | [INFO    ] | _connect            |: Connected to c0:c3:e4:25:23:51
2025-03-07 15:10:05,612 | MainThread   | [INFO    ] | _connect            |: Already connected to a BLE device
2025-03-07 15:10:08,059 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from C0:C3:E4:25:23:51
2025-03-07 15:10:08,729 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:c3:e4:25:23:51
2025-03-07 15:10:24,661 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:c3:e4:25:23:51
2025-03-07 15:10:31,578 | MainThread   | [INFO    ] | _connect            |: Connected to c0:c3:e4:25:23:51
2025-03-07 15:11:21,844 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from C0:C3:E4:25:23:51
2025-03-07 15:11:32,467 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:c3:e4:25:23:51
2025-03-07 15:12:07,807 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:c3:e4:25:23:51
2025-03-07 15:12:12,314 | MainThread   | [INFO    ] | _connect            |: Connected to c0:c3:e4:25:23:51
2025-03-07 15:12:45,696 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from C0:C3:E4:25:23:51
2025-03-07 15:13:03,404 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:c3:e4:25:23:51
2025-03-07 15:13:09,295 | MainThread   | [INFO    ] | _connect            |: Connected to c0:c3:e4:25:23:51
2025-03-07 15:14:14,189 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from C0:C3:E4:25:23:51
2025-03-07 15:14:37,038 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:c3:e4:25:23:51
2025-03-07 15:14:45,825 | MainThread   | [INFO    ] | _connect            |: Connected to c0:c3:e4:25:23:51
2025-03-07 15:16:12,368 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from C0:C3:E4:25:23:51
2025-03-07 15:16:21,085 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:c3:e4:25:23:51
2025-03-07 15:16:25,677 | MainThread   | [INFO    ] | _connect            |: Connected to c0:c3:e4:25:23:51
2025-03-07 15:16:55,882 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from C0:C3:E4:25:23:51
2025-03-07 15:16:58,913 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:c3:e4:25:23:51
2025-03-07 15:17:04,230 | MainThread   | [INFO    ] | _connect            |: Connected to c0:c3:e4:25:23:51
